CD;Año;Semana;Tienda;Apertura;CD;Cierre;Estado;Estatus;MismasTiendas;Region;Zona;Ventas Actuales;Ventas Año Anterior;Variacion Venta;% Margen;% Margen Año Anterior;Costo de Ventas;Piezas de Venta;Piezas Venta Año Anterior;Utilidad Tienda;Inventario pesos;Inventario Año Anterior pesos;Inventario pzas;Inventario Año Anterior pzas;Inventario CD pesos;Inventario CD Año Anterior pesos;Inventario CD pzas;Inventario CD Año Anterior pzas;Inventario Tienda IT pesos;Inventario Tienda IT Año Anterior pesos;Inventario Tienda IT pzas;Inventario Tienda IT Año Anterior pzas;Inventario On Hand pesos;Inventario OH Año Anterior pesos;Inventario On Hand Pzas;Inventario OH Año Anterior pzas
7350;2024;Sem-30;6095 - Anaya (SLP);20051109;7350;20400101;SLP;Activo;Mismas Tiendas;R31 SLP/Zacatecas;D03 NOROESTE;$19.913;$22.340;($2.427);47,23%;46,82%;$9.114;642;678;$ 9.404,97;$142.897;$93.256;9.375;7.051;;;;;$981;$3.219;108;306;$141.916;$90.038;9.267;6.745
7350;2024;Sem-30;6104 - Zacapu (MIC);20060130;7350;20400101;MIC;Activo;Mismas Tiendas;R61 Jalisco/Mich;D09 OCCIDENTE;$20.313;$16.071;$4.242;43,25%;47,12%;$10.105;676;492;$ 8.785,93;$152.693;$130.666;11.021;9.576;;;;;$0;$0;;;$152.693;$130.666;11.021;9.576
7350;2024;Sem-30;6120 - Fresnillo Plateros (ZAC);20060630;7350;20400101;ZAC;Activo;Mismas Tiendas;R31 SLP/Zacatecas;D03 NOROESTE;$21.134;$14.992;$6.143;45,87%;46,53%;$9.961;684;443;$ 9.693,40;$151.604;$142.759;9.686;9.920;;;;;$1.216;$4.709;72;248;$150.388;$138.050;9.614;9.672
7350;2024;Sem-30;6132 - Juan Aldama Centro (ZAC);20080331;7350;20400101;ZAC;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$20.670;$18.656;$2.014;47,16%;43,68%;$9.475;581;587;$ 9.748,34;$172.178;$106.379;11.165;7.561;;;;;$7.583;$0;223;;$164.594;$106.379;10.942;7.561
7350;2024;Sem-30;6141 - Morelia Independencia (MIC);20080329;7350;20400101;MIC;Activo;Mismas Tiendas;R16 Michoacan;D05 BAJIO;$15.283;$17.273;($1.990);43,00%;47,85%;$7.642;540;547;$ 6.571,42;$138.193;$109.336;9.606;8.427;;;;;$660;$1.615;60;108;$137.533;$107.721;9.546;8.319
7350;2024;Sem-30;6143 - Zamora Centro (MIC);20080619;7350;20400101;MIC;Activo;Mismas Tiendas;R61 Jalisco/Mich;D09 OCCIDENTE;$23.428;$26.950;($3.522);41,47%;43,50%;$12.072;732;902;$ 9.716,06;$159.639;$107.398;12.594;9.170;;;;;$0;$0;;;$159.639;$107.398;12.594;9.170
7350;2024;Sem-30;6146 - Colinas (ZAC);20081215;7350;20400101;ZAC;Activo;Mismas Tiendas;R31 SLP/Zacatecas;D03 NOROESTE;$24.211;$23.879;$332;44,09%;45,51%;$11.840;748;724;$ 10.675,80;$161.237;$107.583;11.038;8.672;;;;;$8.082;$6.977;504;499;$153.155;$100.606;10.534;8.173
7350;2024;Sem-30;6149 - Morelia Morelos (MIC);20080523;7350;20400101;MIC;Activo;Mismas Tiendas;R16 Michoacan;D05 BAJIO;$17.820;$20.080;($2.260);45,76%;45,88%;$8.419;611;648;$ 8.154,02;$148.337;$133.292;9.500;9.299;;;;;$348;$4.352;20;276;$147.989;$128.940;9.480;9.023
7350;2024;Sem-30;6155 - Jerez (ZAC);20081029;7350;20400101;ZAC;Activo;Mismas Tiendas;R31 SLP/Zacatecas;D03 NOROESTE;$18.853;$15.557;$3.296;47,32%;47,56%;$8.612;564;476;$ 8.921,21;$165.462;$111.581;10.368;8.607;;;;;$6.107;$0;372;;$159.356;$111.581;9.996;8.607
7350;2024;Sem-30;6178 - Los Mochis (SIN);20140530;7350;20400101;SIN;Activo;Mismas Tiendas;R50 Navojoa;D02 BC SUR / PACIFICO;$9.012;$6.019;$2.993;41,83%;43,31%;$4.611;330;178;$ 3.769,54;$195.975;$137.797;13.823;8.474;;;;;$2.415;$0;169;;$193.561;$137.797;13.654;8.474
7350;2024;Sem-30;6182 - Cd. Guzman Centro (JAL);20140630;7350;20400101;JAL;Activo;Mismas Tiendas;R11 Colima;D09 OCCIDENTE;$29.140;$21.636;$7.504;45,32%;45,86%;$13.894;913;632;$ 13.206,52;$227.804;$168.091;16.234;12.526;;;;;$0;$6.406;;457;$227.804;$161.685;16.234;12.069
7350;2024;Sem-30;6194 - Tepic Centro (NAY);20140918;7350;20400101;NAY;Activo;Mismas Tiendas;R28 Nayarit/Vallarta;D03 NOROESTE;$22.750;$39.385;($16.635);47,98%;47,69%;$10.242;709;1.269;$ 10.915,71;$263.132;$244.791;16.921;16.364;;;;;$2.950;$0;180;;$260.182;$244.791;16.741;16.364
7350;2024;Sem-30;6208 - Ags. 5 De Mayo Motos CERRADA (AGU);20160426;7350;20400101;AGU;Activo;Mismas Tiendas;R64 Aguascalientes;D03 NOROESTE;;$4.964;($4.964);;;;;192;;$138.933;$136.861;9.378;8.343;;;;;$0;$4.349;;172;$138.933;$132.512;9.378;8.171
7350;2024;Sem-30;6211 - Lazaro Cardenas (MIC);20161129;7350;20400101;MIC;Activo;Mismas Tiendas;R29 Michoacan/Gro;D09 OCCIDENTE;$22.888;$16.769;$6.119;45,97%;46,18%;$10.765;733;528;$ 10.520,68;$155.684;$116.959;9.951;7.493;;;;;$964;$8.811;120;635;$154.720;$108.148;9.831;6.858
7350;2024;Sem-30;6224 - Plaza Espacio (AGU);20160906;7350;20400101;AGU;Activo;Mismas Tiendas;R64 Aguascalientes;D03 NOROESTE;$22.855;$32.573;($9.718);45,86%;42,86%;$10.773;734;1.058;$ 10.482,18;$208.339;$153.678;14.456;11.898;;;;;$33.055;$8.719;1.794;661;$175.284;$144.958;12.662;11.237
7350;2024;Sem-30;6261 - Morelia Camelinas (MIC);20240425;7350;20400101;MIC;Activo;NA;R16 Michoacan;D05 BAJIO;$11.315;;$11.315;45,13%;-7,00%;$5.417;352;;$ 5.106,09;$123.157;;6.962;;;;;;$0;;;;$123.157;;6.962;
7350;2024;Sem-30;6279 - Cd. Guzman Plaza (JAL);20190808;7350;20400101;JAL;Activo;Mismas Tiendas;R11 Colima;D09 OCCIDENTE;$17.265;$14.588;$2.677;46,46%;45,97%;$8.035;594;373;$ 8.021,61;$157.133;$102.265;11.383;5.912;;;;;$0;$0;;;$157.133;$102.265;11.383;5.912
7350;2024;Sem-30;6305 - Torreon Rosita (COA);20021011;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$11.259;$7.880;$3.379;46,51%;43,25%;$5.235;379;238;$ 5.236,38;$154.572;$96.000;10.300;6.140;;;;;$710;$0;66;;$153.862;$96.000;10.234;6.140
7350;2024;Sem-30;6308 - Torreon Triana (COA);20021113;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$19.386;$14.781;$4.605;42,08%;46,91%;$9.872;698;476;$ 8.157,33;$191.057;$145.643;12.243;9.097;;;;;$9.203;$7.137;662;424;$181.854;$138.507;11.581;8.673
7350;2024;Sem-30;6309 - Torreon Centro (COA);20021231;7350;20400101;COA;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$16.190;$18.792;($2.602);45,27%;49,32%;$7.728;564;628;$ 7.328,96;$203.435;$124.229;13.713;8.603;;;;;$5.523;$5.241;398;360;$197.912;$118.989;13.315;8.243
7350;2024;Sem-30;6317 - Torreon Independencia (COA);20040119;7350;20400101;COA;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$10.041;$12.957;($2.916);45,10%;46,78%;$4.810;334;452;$ 4.528,68;$171.914;$98.845;12.144;7.701;;;;;$1.309;$0;146;;$170.605;$98.845;11.998;7.701
7350;2024;Sem-30;6323 - Gomez Palacio Cto. (DUR);20041212;7350;20400101;DUR;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$34.135;$31.004;$3.130;43,25%;46,21%;$16.980;1.061;917;$ 14.764,67;$215.271;$143.393;13.905;9.320;;;;;$0;$6.882;;421;$215.271;$136.511;13.905;8.899
7350;2024;Sem-30;6341 - Durango Centro (DUR);20051129;7350;20400101;DUR;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$29.506;$25.690;$3.817;43,34%;45,99%;$14.653;988;869;$ 12.787,85;$190.655;$101.843;11.924;7.360;;;;;$0;$6.854;;421;$190.655;$94.989;11.924;6.939
7350;2024;Sem-30;6344 - Durango Madero (DUR);20060521;7350;20400101;DUR;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$20.088;$21.137;($1.048);44,02%;45,76%;$9.839;688;599;$ 8.843,60;$208.332;$121.020;15.014;9.297;;;;;$0;$5.249;;360;$208.332;$115.771;15.014;8.937
7350;2024;Sem-30;6345 - Francisco Villa (DUR);20080815;7350;20400101;DUR;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$19.159;$21.173;($2.014);45,01%;43,53%;$9.194;577;618;$ 8.624,20;$183.086;$120.926;12.704;8.995;;;;;$0;$5.661;;397;$183.086;$115.264;12.704;8.598
7350;2024;Sem-30;6349 - Miguel Aleman Dgo. (DUR);20061208;7350;20400101;DUR;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$17.979;$22.157;($4.177);47,54%;47,05%;$8.173;617;666;$ 8.547,73;$171.186;$142.015;10.715;9.354;;;;;$0;$1.066;;96;$171.186;$140.949;10.715;9.258
7350;2024;Sem-30;6350 - 20 de Noviembre (DUR);20061018;7350;20400101;DUR;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$22.609;$32.129;($9.520);45,43%;45,72%;$10.756;726;1.112;$ 10.270,35;$186.715;$130.601;12.040;9.052;;;;;$0;$7.228;;461;$186.715;$123.373;12.040;8.591
7350;2024;Sem-30;6352 - Matamoros Coahuila (COA);20080206;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$15.798;$21.030;($5.232);43,57%;46,10%;$7.809;547;622;$ 6.883,28;$175.197;$122.904;11.795;10.054;;;;;$1.325;$2.382;132;76;$173.872;$120.522;11.663;9.978
7350;2024;Sem-30;6361 - San Pedro Centro (COA);20081126;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$14.142;$21.242;($7.100);43,17%;48,57%;$7.047;472;704;$ 6.105,11;$183.882;$136.384;11.566;9.004;;;;;$12.130;$4.193;734;264;$171.752;$132.191;10.832;8.740
7350;2024;Sem-30;6373 - Plaza Las Palmas (DUR);20160805;7350;20400101;DUR;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$22.363;$24.442;($2.080);45,25%;42,30%;$10.678;702;789;$ 10.119,13;$184.583;$129.707;11.217;8.205;;;;;$0;$5.656;;397;$184.583;$124.051;11.217;7.808
7350;2024;Sem-30;6391 - Culiacan Av Zapata (SIN);20200709;7350;20400101;SIN;Activo;Mismas Tiendas;R12 Culiacan Centro;D02 BC SUR / PACIFICO;$8.126;$11.527;($3.401);45,47%;43,57%;$3.862;259;338;$ 3.694,65;$208.266;$121.406;14.436;6.890;;;;;$390;$4.583;24;236;$207.876;$116.823;14.412;6.654
7350;2024;Sem-30;6394 - Las Fuentes Mochis (SIN);20190530;7350;20400101;SIN;Activo;Mismas Tiendas;R50 Navojoa;D02 BC SUR / PACIFICO;$13.493;$7.502;$5.992;37,88%;44,09%;$7.438;572;223;$ 5.110,68;$208.759;$173.754;14.975;11.518;;;;;$3.530;$0;178;;$205.229;$173.754;14.797;11.518
7350;2024;Sem-30;6396 - Plaza Mangos (SIN);20190709;7350;20400101;SIN;Activo;Mismas Tiendas;R56 Mazatlan;D02 BC SUR / PACIFICO;$10.146;$8.973;$1.173;45,38%;44,18%;$4.831;315;309;$ 4.604,22;$205.828;$149.427;14.703;8.746;;;;;$418;$0;12;;$205.410;$149.427;14.691;8.746
7350;2024;Sem-30;6397 - Ojo Caliente Zac. (ZAC);20190808;7350;20400101;ZAC;Activo;Mismas Tiendas;R64 Aguascalientes;D03 NOROESTE;$15.557;$11.869;$3.688;49,14%;48,08%;$6.823;438;399;$ 7.645,21;$121.935;$66.214;8.196;5.170;;;;;$0;$9.262;;607;$121.935;$56.951;8.196;4.563
7350;2024;Sem-30;6398 - Sn Luis Potosi Cto (SLP);20190718;7350;20400101;SLP;Activo;Mismas Tiendas;R31 SLP/Zacatecas;D03 NOROESTE;$12.736;$10.599;$2.137;43,96%;42,79%;$6.245;400;365;$ 5.599,28;$118.919;$64.923;7.053;4.632;;;;;$17.050;$2.896;297;162;$101.868;$62.026;6.756;4.470
7350;2024;Sem-30;6403 - Hernan Cortes (SLP);20231102;7350;20400101;SLP;Activo;NA;R31 SLP/Zacatecas;D03 NOROESTE;$15.003;;$15.003;48,36%;-7,00%;$6.697;486;;$ 7.255,02;$162.150;;10.153;;;;;;$0;;;;$162.150;;10.153;
7350;2024;Sem-30;6405 - Meridiam Park (AGU);20230608;7350;20400101;AGU;Activo;Mismas Tiendas;R64 Aguascalientes;D03 NOROESTE;$20.742;$12.890;$7.851;43,63%;47,37%;$10.241;696;471;$ 9.048,84;$208.640;$139.814;14.108;10.769;;;;;$5.377;$3.432;138;144;$203.263;$136.383;13.970;10.625
7350;2024;Sem-30;6410 - Plaza del Sol (JAL);20230216;7350;20400101;JAL;Activo;Mismas Tiendas;R10 Guadalajara 2;D03 NOROESTE;$23.529;$28.810;($5.282);42,39%;48,72%;$11.908;727;864;$ 9.973,53;$244.270;$215.434;16.915;15.333;;;;;$14.156;$0;868;;$230.115;$215.434;16.047;15.333
7350;2024;Sem-30;6413 - Faja de Oro (GUA);20231116;7350;20400101;GUA;Activo;NA;R34 Guanajuato;D05 BAJIO;$18.590;;$18.590;47,59%;-7,00%;$8.442;611;;$ 8.846,26;$189.815;;13.361;;;;;;$4.422;;244;;$185.393;;13.117;
7350;2024;Sem-30;6461 - Sombrerete (ZAC);20201111;7350;20400101;ZAC;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$18.104;$15.896;$2.208;46,96%;43,75%;$8.336;588;498;$ 8.500,82;$144.833;$116.279;8.685;7.865;;;;;$987;$13.376;72;848;$143.846;$102.903;8.613;7.017
7350;2024;Sem-30;6480 - Cananea (SON);20210701;7350;20400101;SON;Activo;Mismas Tiendas;R78 Agua Prieta;D02 BC SUR / PACIFICO;$16.212;$24.458;($8.245);48,15%;43,44%;$7.271;541;767;$ 7.806,21;$248.279;$195.907;17.186;13.588;;;;;$12.016;$13.618;614;930;$236.264;$182.289;16.572;12.658
7350;2024;Sem-30;6481 - Plaza San Isidro (COA);20201119;7350;20400101;COA;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$15.908;$11.894;$4.014;46,95%;49,05%;$7.326;530;361;$ 7.468,80;$164.517;$116.648;10.568;8.239;;;;;$1.361;$1.485;152;72;$163.156;$115.163;10.416;8.167
7350;2024;Sem-30;6495 - Zacatecas Centro (ZAC);20210311;7350;20400101;ZAC;Activo;Mismas Tiendas;R31 SLP/Zacatecas;D03 NOROESTE;$19.608;$16.655;$2.953;43,52%;47,78%;$9.703;640;470;$ 8.532,62;$172.597;$107.991;12.262;9.004;;;;;$8.803;$3.910;193;346;$163.794;$104.082;12.069;8.658
7350;2024;Sem-30;6501 - Malecon (GUA);20031110;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$22.700;$22.564;$135;45,00%;42,79%;$10.897;725;710;$ 10.213,97;$230.681;$170.129;15.318;12.276;;;;;$9.248;$4.517;424;176;$221.433;$165.613;14.894;12.100
7350;2024;Sem-30;6502 - Jardines Del Moral (GUA);20040214;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$35.852;$35.145;$707;46,13%;44,81%;$16.804;1.182;1.069;$ 16.538,71;$257.244;$204.130;16.968;15.347;;;;;$12.907;$7.187;919;569;$244.337;$196.943;16.049;14.778
7350;2024;Sem-30;6503 - Leon Valtierra (GUA);20041114;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$34.329;$34.513;($184);44,86%;43,63%;$16.526;1.125;1.098;$ 15.399,87;$220.701;$207.457;15.137;14.535;;;;;$16.896;$0;848;;$203.804;$207.457;14.289;14.535
7350;2024;Sem-30;6505 - Irapuato Centro (GUA);20050930;7350;20400101;GUA;Activo;Mismas Tiendas;R34 Guanajuato;D05 BAJIO;$27.859;$28.975;($1.117);43,82%;39,26%;$13.700;926;802;$ 12.208,44;$227.894;$109.049;15.245;6.844;;;;;$11.894;$5.225;354;237;$216.000;$103.824;14.891;6.607
7350;2024;Sem-30;6506 - Cervantes (GUA);20051130;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$17.280;$17.389;($109);43,42%;41,52%;$8.568;578;563;$ 7.502,57;$200.640;$130.252;14.597;7.489;;;;;$3.125;$0;193;;$197.515;$130.252;14.404;7.489
7350;2024;Sem-30;6507 - San. Fco. Del Rincon (GUA);20051122;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$30.121;$29.333;$789;44,50%;42,97%;$14.609;1.013;973;$ 13.403,55;$232.182;$221.881;14.662;15.866;;;;;$6.876;$7.309;445;310;$225.306;$214.572;14.217;15.556
7350;2024;Sem-30;6510 - Irapuato Estadio (GUA);20060829;7350;20400101;GUA;Activo;Mismas Tiendas;R34 Guanajuato;D05 BAJIO;$15.419;$30.082;($14.663);47,25%;44,49%;$7.054;498;934;$ 7.285,93;$215.885;$184.131;14.760;12.223;;;;;$4.008;$8.216;216;252;$211.877;$175.915;14.544;11.971
7350;2024;Sem-30;6511 - Silao Centro (GUA);20060810;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$35.959;$34.371;$1.588;41,48%;43,21%;$18.525;1.258;1.156;$ 14.916,79;$239.136;$213.983;16.290;15.339;;;;;$19.044;$0;724;;$220.092;$213.983;15.566;15.339
7350;2024;Sem-30;6512 - Sur Leon Centro (GUA);20060906;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$23.665;$18.089;$5.576;43,52%;39,72%;$11.709;794;545;$ 10.299,60;$233.211;$133.803;14.996;7.875;;;;;$14.485;$6.426;541;451;$218.726;$127.376;14.455;7.424
7350;2024;Sem-30;6515 - Plaza Fragaria (GUA);20240718;7350;20110213;GUA;Activo;NA;R34 Guanajuato;D05 BAJIO;$21.789;;$21.789;49,69%;-7,00%;$9.437;739;;$ 10.826,40;$130.071;;8.982;;;;;;$0;;;;$130.071;;8.982;
7350;2024;Sem-30;6518 - Leon Centro (GUA);20151025;7350;20400101;GUA;Activo;Mismas Tiendas;R27 Leon;D05 BAJIO;$23.865;$13.722;$10.143;40,31%;44,00%;$12.576;855;399;$ 9.619,09;$196.367;$114.322;13.107;6.727;;;;;$8.806;$8.977;250;556;$187.561;$105.345;12.857;6.171
7350;2024;Sem-30;6532 - El Vergel (GUA);20201203;7350;20400101;GUA;Activo;Mismas Tiendas;R34 Guanajuato;D05 BAJIO;$18.018;$11.331;$6.686;41,89%;43,50%;$9.208;641;366;$ 7.548,29;$214.449;$171.236;14.788;11.711;;;;;$6.339;$0;244;;$208.111;$171.236;14.544;11.711
7350;2024;Sem-30;6537 - Primo De Verdad (DUR);20210729;7350;20400101;DUR;Activo;Mismas Tiendas;R22 Durango / Zacatecas;D07 NORTE;$14.135;$12.259;$1.876;44,01%;44,11%;$6.925;491;391;$ 6.221,23;$182.338;$129.867;12.143;8.700;;;;;$0;$1.754;;96;$182.338;$128.113;12.143;8.604
7350;2024;Sem-30;6540 - Etnias (COA);20210819;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$12.227;$13.960;($1.732);47,42%;51,59%;$5.573;410;453;$ 5.798,73;$175.624;$93.494;11.679;6.837;;;;;$5.453;$6.428;308;457;$170.171;$87.066;11.371;6.380
7350;2024;Sem-30;6544 - Fco. I Madero Centro (COA);20210520;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$12.252;$14.737;($2.485);45,32%;48,17%;$5.842;384;517;$ 5.552,84;$196.189;$132.007;13.088;8.556;;;;;$783;$6.436;84;328;$195.406;$125.571;13.004;8.228
7350;2024;Sem-30;6546 - Huatabampo (SON);20210603;7350;20400101;SON;Activo;Mismas Tiendas;R50 Navojoa;D02 BC SUR / PACIFICO;$16.853;$18.839;($1.987);45,87%;46,95%;$7.943;600;561;$ 7.729,52;$221.683;$177.824;14.876;11.523;;;;;$8.738;$0;479;;$212.945;$177.824;14.397;11.523
7350;2024;Sem-30;6548 - Villa Juarez (SON);20210520;7350;20400101;SON;Activo;Mismas Tiendas;R50 Navojoa;D02 BC SUR / PACIFICO;$12.618;$11.431;$1.187;47,74%;44,18%;$5.711;419;407;$ 6.023,88;$200.644;$142.243;13.987;8.569;;;;;$456;$0;48;;$200.188;$142.243;13.939;8.569
7350;2024;Sem-30;6553 - Navolato (SIN);20210902;7350;20400101;SIN;Activo;Mismas Tiendas;R12 Culiacan Centro;D02 BC SUR / PACIFICO;$11.543;$8.206;$3.337;42,16%;48,16%;$5.868;384;260;$ 4.866,74;$234.283;$200.735;16.357;13.063;;;;;$991;$0;84;;$233.291;$200.735;16.273;13.063
7350;2024;Sem-30;6555 - Lerdo (DUR);20211021;7350;20400101;DUR;Activo;Mismas Tiendas;R30 Torreon / Durango;D07 NORTE;$14.236;$9.862;$4.374;46,94%;47,68%;$6.557;456;346;$ 6.682,80;$169.731;$118.467;11.501;7.962;;;;;$0;$1.319;;44;$169.731;$117.147;11.501;7.918
7350;2024;Sem-30;6560 - Paseo Oasis Culiacan (SIN);20211016;7350;20400101;SIN;Activo;Mismas Tiendas;R12 Culiacan Centro;D02 BC SUR / PACIFICO;$11.119;$13.757;($2.638);47,61%;46,24%;$5.048;361;448;$ 5.293,33;$268.846;$176.712;17.813;11.604;;;;;$8.474;$6.659;276;363;$260.372;$170.053;17.537;11.241
7350;2024;Sem-30;6563 - Plaza Pozuelos (GUA);20210805;7350;20400101;GUA;Activo;Mismas Tiendas;R34 Guanajuato;D05 BAJIO;$31.785;$23.439;$8.346;47,05%;48,16%;$14.607;1.040;783;$ 14.953,49;$223.142;$191.524;15.272;13.187;;;;;$3.044;$21.590;181;1.462;$220.097;$169.934;15.091;11.725
7350;2024;Sem-30;6565 - Dr. Norman (SON);20211216;7350;20400101;SON;Activo;Mismas Tiendas;R08 Obregon;D02 BC SUR / PACIFICO;$12.359;$14.167;($1.808);42,83%;48,31%;$6.201;449;489;$ 5.292,88;$248.576;$195.870;16.612;13.408;;;;;$2.376;$17.464;192;793;$246.201;$178.407;16.420;12.615
7350;2024;Sem-30;6573 - Magdalena de Kino (SON);20210923;7350;20400101;SON;Activo;Mismas Tiendas;R55 Frontera Sonora;D02 BC SUR / PACIFICO;$17.097;$23.697;($6.601);44,19%;44,90%;$8.345;533;756;$ 7.555,26;$224.679;$201.611;14.659;14.421;;;;;$24.278;$8.426;1.095;422;$200.400;$193.186;13.564;13.999
7350;2024;Sem-30;6574 - Prados Sur (SIN);20211230;7350;20400101;SIN;Activo;Mismas Tiendas;R50 Navojoa;D02 BC SUR / PACIFICO;$15.117;$12.143;$2.974;45,60%;45,90%;$7.165;529;402;$ 6.894,09;$249.753;$201.408;16.339;13.564;;;;;$19.686;$0;1.080;;$230.067;$201.408;15.259;13.564
7350;2024;Sem-30;6583 - Acaponeta (NAY);20211216;7350;20400101;NAY;Activo;Mismas Tiendas;R28 Nayarit/Vallarta;D03 NOROESTE;$22.842;$21.779;$1.063;46,22%;46,17%;$10.685;773;659;$ 10.557,94;$186.812;$201.353;12.578;14.455;;;;;$2.714;$0;182;;$184.098;$201.353;12.396;14.455
7350;2024;Sem-30;6586 - Sol De Oriente (COA);20211118;7350;20400101;COA;Activo;Mismas Tiendas;R23 Torreon / Matamoros;D07 NORTE;$13.543;$11.509;$2.033;48,13%;47,47%;$6.077;415;324;$ 6.517,63;$176.753;$113.714;10.975;7.165;;;;;$10.687;$4.595;531;300;$166.066;$109.118;10.444;6.865
7350;2024;Sem-30;6587 - San Sebastian (JAL);20211202;7350;20400101;JAL;Activo;Mismas Tiendas;R10 Guadalajara 2;D03 NOROESTE;$31.427;$26.798;$4.629;46,16%;49,78%;$14.719;1.012;915;$ 14.508,14;$188.717;$182.646;12.607;11.832;;;;;$0;$0;;;$188.717;$182.646;12.607;11.832
7350;2024;Sem-30;6588 - Mariano Otero (JAL);20211209;7350;20400101;JAL;Activo;Mismas Tiendas;R10 Guadalajara 2;D03 NOROESTE;$10.611;$9.537;$1.074;46,00%;45,91%;$4.987;330;291;$ 4.881,02;$201.986;$116.306;14.232;6.493;;;;;$0;$0;;;$201.986;$116.306;14.232;6.493
7350;2024;Sem-30;6591 - Loma Sur (JAL);20220113;7350;20400101;JAL;Activo;Mismas Tiendas;R74 Guadalajara 3;D09 OCCIDENTE;$23.159;$18.657;$4.502;45,35%;42,48%;$11.035;760;588;$ 10.503,45;$194.554;$183.561;12.138;12.372;;;;;$18.193;$9.008;220;369;$176.362;$174.553;11.918;12.003
7350;2024;Sem-30;6594 - Pedro Moreno (JAL);20220721;7350;20400101;JAL;Activo;Mismas Tiendas;R09 Guadalajara 1;D09 OCCIDENTE;$30.656;$23.197;$7.459;46,83%;34,24%;$14.153;1.014;618;$ 14.356,60;$162.597;$137.027;10.755;7.237;;;;;$2.835;$11.465;145;382;$159.762;$125.563;10.610;6.855
7350;2024;Sem-30;6595 - Mexico Norte (NAY);20230112;7350;20400101;NAY;Activo;Mismas Tiendas;R28 Nayarit/Vallarta;D03 NOROESTE;$19.889;$19.408;$481;46,49%;48,49%;$9.250;688;615;$ 9.246,64;$246.936;$199.488;17.298;13.442;;;;;$683;$0;48;;$246.253;$199.488;17.250;13.442
7350;2024;Sem-30;6596 - Lopez Portillo Hermosillo (SON);20221110;7350;20400101;SON;Activo;Mismas Tiendas;R68 Hermosillo Norte;D02 BC SUR / PACIFICO;$23.833;$29.115;($5.282);47,66%;47,40%;$10.806;891;925;$ 11.358,59;$300.932;$243.189;19.975;16.727;;;;;$8.670;$18.088;618;422;$292.262;$225.101;19.357;16.305
7350;2024;Sem-30;6597 - Compostela (NAY);20220901;7350;20400101;NAY;Activo;Mismas Tiendas;R28 Nayarit/Vallarta;D03 NOROESTE;$30.167;$21.793;$8.374;42,95%;44,25%;$15.099;1.069;698;$ 12.956,01;$210.459;$225.352;14.462;15.798;;;;;$0;$26.856;;1.395;$210.459;$198.495;14.462;14.403
7350;2024;Sem-30;6599 - Sabinos (JAL);20221208;7350;20400101;JAL;Activo;Mismas Tiendas;R74 Guadalajara 3;D09 OCCIDENTE;$26.781;$35.033;($8.252);44,85%;44,05%;$12.895;873;1.105;$ 12.011,30;$152.514;$195.741;10.842;14.309;;;;;$70;$0;4;;$152.444;$195.741;10.838;14.309
7350;2024;Sem-30;6601 - Gdl. Av Mexico (JAL);20050202;7350;20400101;JAL;Activo;Mismas Tiendas;R09 Guadalajara 1;D09 OCCIDENTE;$39.412;$41.927;($2.515);46,17%;47,86%;$18.456;1.130;1.313;$ 18.197,39;$224.205;$160.707;15.293;13.007;;;;;$570;$0;60;;$223.635;$160.707;15.233;13.007
