CD;Año;Semana;Tienda;Apertura;CD;Cierre;Estado;Estatus;MismasTiendas;Region;Zona;Ventas Actuales;Ventas Año Anterior;Variacion Venta;% Margen;% Margen Año Anterior;Costo de Ventas;Piezas de Venta;Piezas Venta Año Anterior;Utilidad Tienda;Inventario pesos;Inventario Año Anterior pesos;Inventario pzas;Inventario Año Anterior pzas;Inventario CD pesos;Inventario CD Año Anterior pesos;Inventario CD pzas;Inventario CD Año Anterior pzas;Inventario Tienda IT pesos;Inventario Tienda IT Año Anterior pesos;Inventario Tienda IT pzas;Inventario Tienda IT Año Anterior pzas;Inventario On Hand pesos;Inventario OH Año Anterior pesos;Inventario On Hand Pzas;Inventario OH Año Anterior pzas
7440;2024;Sem-25;6923 - Salina Cruz Centro  Wal Exp (OAX);20181022;7440;20400101;OAX;Activo;Mismas Tiendas;R47 Chiapas;D06 SURESTE;$8.495;$9.098;($603);48,79%;44,29%;$3.755;245;275;$ 4.144,63;$110.555;$96.122;6.942;6.324;;;;;$1.505;$2.432;122;82;$109.049;$93.690;6.820;6.242
7440;2024;Sem-25;6930 - Industrias (CHH);20160920;7440;20400101;CHH;Activo;Mismas Tiendas;R20 Chihuahua;D07 NORTE;$11.567;$7.539;$4.028;49,82%;53,81%;$4.994;390;236;$ 5.763,07;$198.565;$121.033;13.839;9.084;;;;;$6.611;$3.054;467;210;$191.954;$117.978;13.372;8.874
7440;2024;Sem-25;6932 - Juchitan Wal Exp CH (OAX);20180802;7440;20400101;OAX;Activo;Mismas Tiendas;R47 Chiapas;D06 SURESTE;$10.145;$7.685;$2.460;44,21%;44,79%;$4.950;341;311;$ 4.484,98;$94.183;$70.290;6.186;5.617;;;;;$5.472;$6.755;336;498;$88.712;$63.536;5.850;5.119
7440;2024;Sem-25;6933 - Cozumel (ROO);20190411;7440;20400101;ROO;Activo;Mismas Tiendas;R49 Cancun - Chetumal;D06 SURESTE;$10.356;$7.709;$2.648;50,88%;48,12%;$4.362;319;255;$ 5.269,65;$169.048;$70.654;12.434;5.138;;;;;$0;$2.787;;186;$169.048;$67.867;12.434;4.952
7440;2024;Sem-25;6941 - Muzquiz Coahuila (COA);20190926;7440;20400101;COA;Activo;Mismas Tiendas;R48 Monclova;D10 FRONTERA TAMAULIPAS;$12.797;$16.205;($3.408);48,72%;48,83%;$5.666;411;473;$ 6.234,73;$211.313;$137.393;14.265;9.288;;;;;$7.096;$4.915;513;318;$204.217;$132.478;13.752;8.970
7440;2024;Sem-25;6946 - Calle 56 (YUC);20230629;7440;20400101;YUC;Activo;Mismas Tiendas;R43 Merida-Campeche;D06 SURESTE;$4.126;;$4.126;56,71%;-7,00%;$1.786;139;;$ 2.339,85;$229.270;$124.049;16.596;9.100;;;;;$4.150;$124.049;366;9.100;$225.120;$0;16.230;
7440;2024;Sem-25;6958 - Villa Esmeralda (TAM);20191212;7440;20400101;TAM;Activo;Mismas Tiendas;R13 Reynosa;D10 FRONTERA TAMAULIPAS;$20.766;$17.151;$3.615;49,21%;45,02%;$9.093;632;555;$ 10.219,33;$202.983;$121.578;13.700;7.843;;;;;$10.369;$6.051;807;408;$192.614;$115.528;12.893;7.435
7440;2024;Sem-25;6959 - Paza Las Palmas (CHH);20200806;7440;20400101;CHH;Activo;Mismas Tiendas;R53 Juarez Norte;D07 NORTE;$12.008;$13.735;($1.727);48,42%;48,54%;$5.353;382;434;$ 5.814,61;$192.407;$118.125;12.745;7.648;;;;;$10.016;$3.739;708;258;$182.390;$114.386;12.037;7.390
7440;2024;Sem-25;6960 - Plaza Monte Alban (OAX);20201001;7440;20400101;OAX;Activo;Mismas Tiendas;R38 Puebla;D08 CENTRO (CDMX,PUE,MOR,GRO);$8.087;$9.758;($1.672);49,13%;44,33%;$3.548;260;321;$ 3.972,93;$194.228;$121.708;13.365;7.795;;;;;$0;$2.090;;132;$194.228;$119.617;13.365;7.663
7440;2024;Sem-25;6962 - Zona Dorada (YUC);20220714;7440;20400101;YUC;Activo;Mismas Tiendas;R43 Merida-Campeche;D06 SURESTE;$20.442;$14.239;$6.203;49,65%;46,39%;$8.862;685;429;$ 10.148,59;$213.231;$151.864;14.648;9.219;;;;;$3.387;$4.347;302;282;$209.845;$147.517;14.346;8.937
7440;2024;Sem-25;6964 - Plaza el Madero (OAX);20230530;7440;20400101;OAX;Activo;Mismas Tiendas;R47 Chiapas;D06 SURESTE;$30.751;$36.133;($5.382);47,55%;51,36%;$13.977;1.045;1.174;$ 14.621,59;$166.992;$136.098;10.716;10.145;;;;;$17.894;$27.479;1.377;1.964;$149.097;$108.619;9.339;8.181
7440;2024;Sem-25;6965 - Calle 65 (YUC);20230427;7440;20400101;YUC;Activo;Mismas Tiendas;R43 Merida-Campeche;D06 SURESTE;$13.156;$13.107;$49;47,43%;47,77%;$5.995;465;438;$ 6.239,94;$224.163;$190.525;14.969;11.837;;;;;$7.906;$4.233;498;270;$216.257;$186.292;14.471;11.567
7440;2024;Sem-25;7076 - Lerma com (MEX);20200401;7440;20400101;MEX;Activo;Mismas Tiendas;R1 Waldos.com;D70 WALDOS.COM;$19.957;$13.118;$6.840;62,37%;50,39%;$7.509;222;436;$ 12.448,31;$1.203.528;$811.902;45.021;26.354;;;;;$42.145;$2.641;802;169;$1.161.383;$809.261;44.219;26.185
7440;2024;Sem-25;7086 - Log Inv Nav hall (MEX) (MEX);20230430;7440;20400101;MEX;Activo;Mismas Tiendas;Mayoreo;D30 Mayoreo;;;;;;;;;;($798);$195;-20;12;;;;;$0;$0;;;($798);$195;-20;12
7440;2024;Sem-25;7440 - Odessa Lerma;20070724;7440;20400101;NA;Activo;Mismas Tiendas;7440 - Odessa Lerma;7440 - Odessa Lerma;;;;;;;;;;$10.823.177;$8.411.349;719.796;596.711;$10.823.177;$8.411.349;719.796;596.711;$0;$0;;;;;;
7440;2024;Sem-26;4102 - Cd. Juarez Centro (CHH);20061229;7440;20400101;CHH;Activo;Mismas Tiendas;R21 Juarez Sur;D07 NORTE;$19.893;$14.957;$4.936;53,68%;50,57%;$7.821;625;454;$ 10.679,30;$241.687;$148.902;16.872;9.554;;;;;$10.773;$1.098;979;60;$230.915;$147.804;15.893;9.494
7440;2024;Sem-26;4103 - Rio Grande (CHH);20071206;7440;20400101;CHH;Activo;Mismas Tiendas;R21 Juarez Sur;D07 NORTE;$24.440;$27.175;($2.736);50,75%;49,59%;$10.327;740;776;$ 12.401,97;$224.204;$139.635;15.751;9.236;;;;;$8.685;$3.081;808;168;$215.519;$136.554;14.943;9.068
7440;2024;Sem-26;4104 - Juarez Zaragoza (CHH);20080202;7440;20400101;CHH;Activo;Mismas Tiendas;R53 Juarez Norte;D07 NORTE;$15.404;$13.742;$1.661;59,59%;53,17%;$6.225;478;389;$ 9.179,08;$218.306;$115.997;16.282;8.619;;;;;$7.562;$5.666;788;402;$210.744;$110.331;15.494;8.217
7440;2024;Sem-26;4105 - Vicente Guerrero (CHH);20080228;7440;20400101;CHH;Activo;Mismas Tiendas;R21 Juarez Sur;D07 NORTE;$9.702;$15.310;($5.608);51,93%;49,70%;$3.984;313;473;$ 5.038,35;$264.930;$164.490;17.917;10.191;;;;;$8.338;$171;859;12;$256.592;$164.319;17.058;10.179
7440;2024;Sem-26;4106 - Juarez Mall (CHH);20080330;7440;20400101;CHH;Activo;Mismas Tiendas;R53 Juarez Norte;D07 NORTE;$25.005;$23.928;$1.077;54,09%;52,98%;$9.728;691;702;$ 13.526,24;$193.577;$154.865;14.102;10.510;;;;;$9.600;$510;759;24;$183.976;$154.355;13.343;10.486
7440;2024;Sem-26;4108 - Jilotepec (CHH);20080615;7440;20400101;CHH;Activo;Mismas Tiendas;R53 Juarez Norte;D07 NORTE;$14.186;$14.266;($80);50,88%;53,07%;$5.976;481;412;$ 7.217,54;$225.602;$158.923;13.749;9.888;;;;;$7.034;$2.161;626;108;$218.567;$156.762;13.123;9.780
7440;2024;Sem-26;4210 - Cd. Hidalgo Wal Exp (MIC);20170630;7440;20400101;MIC;Activo;Mismas Tiendas;R16 Michoacan;D05 BAJIO;$16.183;$6.773;$9.410;42,81%;47,87%;$8.123;544;237;$ 6.927,61;$73.643;$61.719;4.536;3.977;;;;;$7.770;$7.787;554;450;$65.874;$53.932;3.982;3.527
7440;2024;Sem-26;4211 - Cortazar Wal Exp CH (GUA);20170704;7440;20400101;GUA;Activo;Mismas Tiendas;R34 Guanajuato;D05 BAJIO;$5.781;$5.125;$657;42,97%;48,43%;$2.893;175;164;$ 2.484,10;$82.771;$62.829;4.674;3.973;;;;;$1.730;$5.841;144;318;$81.041;$56.988;4.530;3.655
7440;2024;Sem-26;4213 - Acambaro Wal Exp (GUA);20170629;7440;20400101;GUA;Activo;Mismas Tiendas;R16 Michoacan;D05 BAJIO;$3.033;$3.453;($421);43,89%;43,91%;$1.489;113;149;$ 1.330,85;$95.290;$80.129;6.523;6.379;;;;;$0;$0;;;$95.290;$80.129;6.523;6.379
7440;2024;Sem-26;4214 - Sn.Juan Del Rio Wal Exp (QUE);20170620;7440;20400101;QUE;Activo;Mismas Tiendas;R73 Queretaro Sur;D05 BAJIO;$11.862;$9.948;$1.914;48,43%;49,81%;$5.287;363;294;$ 5.745,26;$92.960;$62.814;5.341;4.204;;;;;$0;$0;;;$92.960;$62.814;5.341;4.204
7440;2024;Sem-26;4216 - Pachuca Wal Exp (HID);20170704;7440;20400101;HID;Activo;Mismas Tiendas;R37 Hidalgo;D05 BAJIO;$12.014;$7.359;$4.655;47,11%;50,25%;$5.513;386;233;$ 5.659,88;$113.916;$49.566;6.944;3.827;;;;;$0;$0;;;$113.916;$49.566;6.944;3.827
7440;2024;Sem-26;4218 - Tuxpan Motos (VER);20170722;7440;20400101;VER;Activo;Mismas Tiendas;R40 Veracruz Norte;D06 SURESTE;;$2.900;($2.900);;;;;118;;($434);$53.135;-52;3.842;;;;;$0;$0;;;($434);$53.135;-52;3.842
7440;2024;Sem-26;4220 - Tierra Blanca Wal Exp CH (VER);20170722;7440;20400101;VER;Activo;Mismas Tiendas;R42 Veracruz Sur;D06 SURESTE;$7.534;$5.693;$1.841;47,83%;50,05%;$3.403;209;162;$ 3.603,86;$95.978;$70.666;5.549;4.523;;;;;$7.300;$0;448;;$88.678;$70.666;5.101;4.523
7440;2024;Sem-26;4221 - Agua Dulce Wal Exp CH (VER);20170722;7440;20400101;VER;Activo;Mismas Tiendas;R42 Veracruz Sur;D06 SURESTE;$4.675;$4.705;($30);47,11%;47,22%;$2.145;121;148;$ 2.202,40;$99.176;$66.553;5.681;4.396;;;;;$970;$0;96;;$98.206;$66.553;5.585;4.396
7440;2024;Sem-26;5201 - Morelos (TAM);20020430;7440;20400101;TAM;Activo;Mismas Tiendas;R58 Matamoros;D10 FRONTERA TAMAULIPAS;$15.992;$15.266;$726;50,74%;51,84%;$6.759;537;469;$ 8.113,99;$227.728;$165.031;15.637;10.819;;;;;$3.933;$3.819;396;294;$223.795;$161.212;15.241;10.525
7440;2024;Sem-26;5202 - Cardenas  Matamoros (TAM);20020531;7440;20400101;TAM;Activo;Mismas Tiendas;R58 Matamoros;D10 FRONTERA TAMAULIPAS;$37.661;$31.215;$6.446;51,71%;50,97%;$15.549;1.132;921;$ 19.476,14;$228.554;$128.915;15.734;8.472;;;;;$12.202;$5.686;1.126;365;$216.352;$123.229;14.608;8.107
7440;2024;Sem-26;5204 - Rio Bravo (TAM);20020615;7440;20400101;TAM;Activo;Mismas Tiendas;R58 Matamoros;D10 FRONTERA TAMAULIPAS;$19.682;$19.834;($151);50,41%;57,83%;$8.383;563;573;$ 9.921,86;$228.286;$116.269;15.991;8.923;;;;;$3.806;$4.935;362;366;$224.480;$111.334;15.629;8.557
7440;2024;Sem-26;5205 - Guerrero (TAM);20020521;7440;20400101;TAM;Activo;Mismas Tiendas;R65 Laredo Centro;D10 FRONTERA TAMAULIPAS;$15.230;$16.495;($1.266);51,81%;50,83%;$6.274;446;457;$ 7.889,91;$241.396;$175.690;16.016;10.962;;;;;$5.073;$0;438;;$236.323;$175.690;15.578;10.962
7440;2024;Sem-26;5206 - Piedras Negras (COA);20021018;7440;20400101;COA;Activo;Mismas Tiendas;R59 Piedras Negras;D10 FRONTERA TAMAULIPAS;$18.859;$23.527;($4.668);45,64%;49,14%;$8.931;802;662;$ 8.607,56;$230.263;$162.681;15.653;10.524;;;;;$3.618;$407;252;24;$226.645;$162.275;15.401;10.500
7440;2024;Sem-26;5207 - Nvo. Laredo Anahuac (TAM);20021110;7440;20400101;TAM;Activo;Mismas Tiendas;R15 Laredo Anahuac;D10 FRONTERA TAMAULIPAS;$19.578;$14.227;$5.351;50,26%;51,25%;$8.368;617;416;$ 9.839,08;$222.860;$126.908;15.389;8.587;;;;;$3.490;$114;240;12;$219.370;$126.794;15.149;8.575
7440;2024;Sem-26;5208 - Reynosa Centro (TAM);20031222;7440;20400101;TAM;Activo;Mismas Tiendas;R13 Reynosa;D10 FRONTERA TAMAULIPAS;$25.855;$23.787;$2.067;50,97%;50,19%;$10.867;798;708;$ 13.177,61;$229.678;$131.646;16.249;8.226;;;;;$17.072;$2.524;1.524;144;$212.606;$129.122;14.725;8.082
7440;2024;Sem-26;5209 - Reynosa Hidalgo (TAM);20041219;7440;20400101;TAM;Activo;Mismas Tiendas;R13 Reynosa;D10 FRONTERA TAMAULIPAS;$22.075;$20.609;$1.466;50,97%;51,93%;$9.278;686;571;$ 11.251,65;$214.635;$123.532;15.176;8.383;;;;;$5.398;$114;478;12;$209.237;$123.418;14.698;8.371
7440;2024;Sem-26;5210 - Cd. Acuna (COA);20051105;7440;20400101;COA;Activo;Mismas Tiendas;R59 Piedras Negras;D10 FRONTERA TAMAULIPAS;$11.896;$21.883;($9.987);51,84%;49,51%;$4.896;354;632;$ 6.167,23;$248.522;$124.167;16.954;8.223;;;;;$2.021;$0;132;;$246.501;$124.167;16.822;8.223
7440;2024;Sem-26;5213 - Nvo. Laredo Centro (TAM);20051227;7440;20400101;TAM;Activo;Mismas Tiendas;R65 Laredo Centro;D10 FRONTERA TAMAULIPAS;$7.337;$10.124;($2.788);46,37%;50,37%;$3.421;245;295;$ 3.401,97;$192.889;$115.822;13.793;8.993;;;;;$1.190;$0;72;;$191.699;$115.822;13.721;8.993
7440;2024;Sem-26;5215 - Reynosa Morelos (TAM);20080329;7440;20400101;TAM;Activo;Mismas Tiendas;R13 Reynosa;D10 FRONTERA TAMAULIPAS;$23.898;$23.073;$825;52,25%;52,79%;$9.738;740;677;$ 12.486,22;$242.335;$139.636;16.917;9.618;;;;;$7.441;$114;678;12;$234.894;$139.522;16.239;9.606
7440;2024;Sem-26;5219 - Estacion Ciudad Victoria (TAM);20240201;7440;20400101;TAM;Activo;NA;R57 Ciudad Victoria;D05 BAJIO;$8.960;;$8.960;51,57%;-7,00%;$3.712;307;;$ 4.621,03;$172.603;;12.824;;;;;;$4.230;;414;;$168.373;;12.410;
7440;2024;Sem-26;5220 - Plaza Diamante (TAM);20231130;7440;20400101;TAM;Activo;NA;R13 Reynosa;D10 FRONTERA TAMAULIPAS;$18.381;;$18.381;52,54%;-7,00%;$7.437;588;;$ 9.657,63;$147.326;;9.163;;;;;;$6.507;;548;;$140.820;;8.615;
7440;2024;Sem-26;6002 - San Nicolas Tlalnepantla (MEX);20011207;7440;20400101;MEX;Activo;Mismas Tiendas;R32 Naucalpan;D08 CENTRO (CDMX,PUE,MOR,GRO);$9.073;$12.830;($3.757);47,18%;51,73%;$4.157;267;364;$ 4.280,64;$150.754;$130.009;11.355;10.215;;;;;$1.288;$0;108;;$149.465;$130.009;11.247;10.215
7440;2024;Sem-26;6003 - Plaza Aragon (MEX);20011117;7440;20400101;MEX;Activo;Mismas Tiendas;R35 CDMX Norte;D08 CENTRO (CDMX,PUE,MOR,GRO);$8.084;$8.763;($679);46,78%;48,43%;$3.736;275;302;$ 3.781,59;$175.480;$127.448;14.163;10.960;;;;;$822;$1.022;48;84;$174.658;$126.426;14.115;10.876
7440;2024;Sem-26;6005 - Plaza Huehuetoca (MEX);20240627;7440;20050426;MEX;Activo;NA;R37 Hidalgo;D05 BAJIO;$47.912;;$47.912;48,59%;-7,00%;$21.279;1.495;;$ 23.278,84;$192.213;;13.876;;;;;;$0;;;;$192.213;;13.876;
7440;2024;Sem-26;6007 - Cuautitlan Izcalli (MEX);20011130;7440;20400101;MEX;Activo;Mismas Tiendas;R36 Cuautitlan;D08 CENTRO (CDMX,PUE,MOR,GRO);$10.257;$9.840;$418;46,90%;51,72%;$4.728;363;306;$ 4.811,12;$165.305;$116.619;12.737;10.187;;;;;$731;$0;36;;$164.574;$116.619;12.701;10.187
7440;2024;Sem-26;6008 - Misterios (DIF);20020509;7440;20400101;DIF;Activo;Mismas Tiendas;R32 Naucalpan;D08 CENTRO (CDMX,PUE,MOR,GRO);$13.064;$10.406;$2.658;49,78%;52,73%;$5.646;427;359;$ 6.503,78;$129.083;$94.387;9.408;7.681;;;;;$0;$0;;;$129.083;$94.387;9.408;7.681
7440;2024;Sem-26;6010 - Azcapotzalco (DIF);20011020;7440;20400101;DIF;Activo;Mismas Tiendas;R71 CDMX Poniente;D08 CENTRO (CDMX,PUE,MOR,GRO);$12.547;$11.974;$573;49,99%;50,68%;$5.396;474;454;$ 6.272,86;$143.967;$135.696;10.788;10.436;;;;;$1.568;$0;108;;$142.399;$135.696;10.680;10.436
7440;2024;Sem-26;6012 - Isidro Fabela (MEX);20011201;7440;20400101;MEX;Activo;Mismas Tiendas;R63 Toluca;D08 CENTRO (CDMX,PUE,MOR,GRO);$39.566;$24.289;$15.277;49,88%;50,23%;$17.061;1.030;671;$ 19.735,66;$190.902;$161.877;12.797;10.663;;;;;$0;$0;;;$190.902;$161.877;12.797;10.663
7440;2024;Sem-26;6015 - Cine Hidalgo (MEX);20011211;7440;20400101;MEX;Activo;Mismas Tiendas;R32 Naucalpan;D08 CENTRO (CDMX,PUE,MOR,GRO);$11.947;$9.008;$2.939;44,94%;51,38%;$5.742;440;327;$ 5.368,37;$156.045;$114.386;11.619;9.551;;;;;$1.841;$0;120;;$154.204;$114.386;11.499;9.551
7440;2024;Sem-26;6016 - Multiplaza San Juan (MEX);20011221;7440;20400101;MEX;Activo;Mismas Tiendas;R35 CDMX Norte;D08 CENTRO (CDMX,PUE,MOR,GRO);$26.561;$18.893;$7.668;46,85%;43,28%;$12.258;797;558;$ 12.444,18;$199.080;$131.809;14.215;10.029;;;;;$2.863;$0;276;;$196.217;$131.809;13.939;10.029
7440;2024;Sem-26;6022 - Atlalilco (DIF);20020326;7440;20400101;DIF;Activo;Mismas Tiendas;R35 CDMX Norte;D08 CENTRO (CDMX,PUE,MOR,GRO);$19.236;$14.013;$5.223;47,37%;51,14%;$8.778;583;433;$ 9.111,44;$170.734;$99.010;12.314;8.747;;;;;$1.015;$228;122;24;$169.719;$98.782;12.192;8.723
7440;2024;Sem-26;6024 - Cuautla Reforma (MOR);20020328;7440;20400101;MOR;Activo;Mismas Tiendas;R38 Puebla;D08 CENTRO (CDMX,PUE,MOR,GRO);$16.743;$16.024;$718;50,05%;50,45%;$7.191;565;481;$ 8.379,65;$182.921;$156.282;12.184;10.442;;;;;$8.308;$0;678;;$174.613;$156.282;11.506;10.442
7440;2024;Sem-26;6027 - Revolucion (QUE);20021222;7440;20400101;QUE;Activo;Mismas Tiendas;R73 Queretaro Sur;D05 BAJIO;$15.008;$15.981;($972);45,14%;49,07%;$7.182;463;503;$ 6.775,37;$139.663;$152.270;9.178;10.417;;;;;$4.268;$114;360;12;$135.395;$152.156;8.818;10.405
7440;2024;Sem-26;6028 - Acoxpa (DIF);20020630;7440;20400101;DIF;Activo;Mismas Tiendas;R24 Morelos;D08 CENTRO (CDMX,PUE,MOR,GRO);$20.990;$13.542;$7.448;47,63%;48,60%;$9.523;716;429;$ 9.997,28;$161.579;$144.972;10.800;10.190;;;;;$5.698;$0;468;;$155.881;$144.972;10.332;10.190
7440;2024;Sem-26;6029 - Cuatro Caminos (MEX);20020704;7440;20400101;MEX;Activo;Mismas Tiendas;R32 Naucalpan;D08 CENTRO (CDMX,PUE,MOR,GRO);$18.322;$8.170;$10.152;46,00%;48,91%;$8.612;615;262;$ 8.427,50;$147.456;$124.824;10.965;9.028;;;;;$180;$1.116;12;72;$147.276;$123.708;10.953;8.956
7440;2024;Sem-26;6031 - Atlacomulco (MEX);20020830;7440;20400101;MEX;Activo;Mismas Tiendas;R63 Toluca;D08 CENTRO (CDMX,PUE,MOR,GRO);$9.985;$6.584;$3.401;48,31%;50,97%;$4.462;299;216;$ 4.823,78;$147.109;$119.130;11.012;9.228;;;;;$0;$0;;;$147.109;$119.130;11.012;9.228
7440;2024;Sem-26;6032 - Gobernadores (MOR);20030505;7440;20400101;MOR;Activo;Mismas Tiendas;R24 Morelos;D08 CENTRO (CDMX,PUE,MOR,GRO);$16.577;$13.822;$2.755;46,96%;48,03%;$7.631;532;420;$ 7.785,34;$165.899;$155.699;10.939;10.379;;;;;$7.679;$0;606;;$158.219;$155.699;10.333;10.379
7440;2024;Sem-26;6034 - Lopez Mateos (MEX);20030114;7440;20400101;MEX;Activo;Mismas Tiendas;R63 Toluca;D08 CENTRO (CDMX,PUE,MOR,GRO);$17.735;$12.223;$5.511;48,45%;52,51%;$7.901;517;349;$ 8.591,79;$169.453;$111.301;12.032;8.518;;;;;$0;$0;;;$169.453;$111.301;12.032;8.518
7440;2024;Sem-26;6035 - Mayorazgo (PUE);20031110;7440;20400101;PUE;Activo;Mismas Tiendas;R38 Puebla;D08 CENTRO (CDMX,PUE,MOR,GRO);$17.710;$17.528;$182;48,54%;47,56%;$7.873;590;559;$ 8.596,49;$181.345;$170.786;11.957;11.751;;;;;$0;$114;;12;$181.345;$170.672;11.957;11.739
7440;2024;Sem-26;6036 - Pabellon Reforma (PUE);20040114;7440;20400101;PUE;Activo;Mismas Tiendas;R38 Puebla;D08 CENTRO (CDMX,PUE,MOR,GRO);$20.373;$19.945;$428;50,59%;47,94%;$8.639;655;626;$ 10.307,21;$203.508;$151.364;14.044;10.737;;;;;$4.516;$907;336;84;$198.991;$150.457;13.708;10.653
7440;2024;Sem-26;6037 - La Viga (DIF);20031120;7440;20400101;DIF;Activo;Mismas Tiendas;R45 CDMX Centro;D08 CENTRO (CDMX,PUE,MOR,GRO);$18.179;$14.887;$3.291;48,36%;49,44%;$8.115;587;467;$ 8.791,59;$173.346;$114.506;11.190;8.354;;;;;$0;$0;;;$173.346;$114.506;11.190;8.354
7440;2024;Sem-26;6039 - Plan De Ayala (MOR);20040312;7440;20400101;MOR;Activo;Mismas Tiendas;R24 Morelos;D08 CENTRO (CDMX,PUE,MOR,GRO);$16.984;$13.065;$3.919;47,18%;44,13%;$7.781;559;412;$ 8.013,36;$155.086;$143.761;10.199;9.899;;;;;$5.582;$2.057;386;84;$149.504;$141.705;9.813;9.815
7440;2024;Sem-26;6040 - Toluca Villada (MEX);20031223;7440;20400101;MEX;Activo;Mismas Tiendas;R63 Toluca;D08 CENTRO (CDMX,PUE,MOR,GRO);$16.562;$13.332;$3.230;48,49%;48,03%;$7.372;527;373;$ 8.030,33;$156.749;$148.036;10.502;10.519;;;;;$0;$0;;;$156.749;$148.036;10.502;10.519
7440;2024;Sem-26;6041 - Magnolias (MEX);20040228;7440;20400101;MEX;Activo;Mismas Tiendas;R37 Hidalgo;D05 BAJIO;$11.107;$10.358;$749;50,65%;50,26%;$4.704;416;327;$ 5.625,42;$155.490;$102.103;12.047;9.285;;;;;$5.018;$0;422;;$150.472;$102.103;11.625;9.285
7440;2024;Sem-26;6042 - San Angel (DIF);20040513;7440;20400101;DIF;Activo;Mismas Tiendas;R45 CDMX Centro;D08 CENTRO (CDMX,PUE,MOR,GRO);$21.453;$15.500;$5.953;46,21%;51,04%;$10.037;736;455;$ 9.914,40;$196.877;$128.767;12.834;9.567;;;;;$4.731;$0;408;;$192.146;$128.767;12.426;9.567
7440;2024;Sem-26;6044 - Acapulco Centro (GRO);20040827;7440;20400101;GRO;Activo;Mismas Tiendas;R26 Guerrero;D08 CENTRO (CDMX,PUE,MOR,GRO);$22.853;$13.589;$9.264;46,54%;48,49%;$10.617;711;412;$ 10.636,52;$145.526;$122.173;9.507;8.930;;;;;$16.630;$216;1.383;12;$128.896;$121.957;8.124;8.918
7440;2024;Sem-26;6045 - Jojutla (MOR);20041021;7440;20400101;MOR;Activo;Mismas Tiendas;R24 Morelos;D08 CENTRO (CDMX,PUE,MOR,GRO);$19.474;$13.725;$5.749;46,65%;50,75%;$9.025;587;404;$ 9.085,28;$159.859;$124.470;11.086;9.211;;;;;$0;$407;;24;$159.859;$124.063;11.086;9.187
7440;2024;Sem-26;6047 - Temixco (MOR);20041027;7440;20400101;MOR;Activo;Mismas Tiendas;R24 Morelos;D08 CENTRO (CDMX,PUE,MOR,GRO);$14.184;$12.982;$1.202;48,45%;51,84%;$6.318;511;463;$ 6.872,53;$218.672;$124.431;15.051;8.464;;;;;$10.606;$0;933;;$208.065;$124.431;14.118;8.464
7440;2024;Sem-26;6048 - Cuauhtemoc (DIF);20041019;7440;20400101;DIF;Activo;Mismas Tiendas;R45 CDMX Centro;D08 CENTRO (CDMX,PUE,MOR,GRO);$27.300;$22.145;$5.155;48,39%;48,46%;$12.178;965;752;$ 13.211,16;$219.755;$206.063;14.942;13.281;;;;;$0;$0;;;$219.755;$206.063;14.942;13.281
7440;2024;Sem-26;6050 - Corregidora (QUE);20041110;7440;20400101;QUE;Activo;Mismas Tiendas;R73 Queretaro Sur;D05 BAJIO;$26.976;$30.076;($3.100);47,65%;47,45%;$12.233;931;938;$ 12.855,31;$191.854;$138.293;13.283;10.105;;;;;$5.073;$0;499;;$186.780;$138.293;12.784;10.105
7440;2024;Sem-26;6052 - Cuautla Centro (MOR);20041229;7440;20400101;MOR;Activo;Mismas Tiendas;R38 Puebla;D08 CENTRO (CDMX,PUE,MOR,GRO);$17.549;$17.114;$434;46,02%;45,21%;$8.244;598;555;$ 8.075,91;$189.484;$152.597;13.440;10.764;;;;;$7.362;$0;594;;$182.123;$152.597;12.846;10.764
7440;2024;Sem-26;6053 - Tezontle (DIF);20041114;7440;20400101;DIF;Activo;Mismas Tiendas;R45 CDMX Centro;D08 CENTRO (CDMX,PUE,MOR,GRO);$15.744;$10.191;$5.552;22,82%;53,70%;$11.049;1.062;286;$ 3.591,99;$149.041;$128.105;11.815;10.011;;;;;$0;$0;;;$149.041;$128.105;11.815;10.011
7440;2024;Sem-26;6054 - Chilpancingo (GRO);20041207;7440;20400101;GRO;Activo;Mismas Tiendas;R26 Guerrero;D08 CENTRO (CDMX,PUE,MOR,GRO);$28.370;$23.111;$5.259;44,38%;48,12%;$13.794;917;703;$ 12.589,83;$176.909;$130.230;12.485;9.198;;;;;$12.157;$1.338;1.138;72;$164.752;$128.892;11.347;9.126
7440;2024;Sem-26;6056 - Villa Nicolas Romero (MEX);20041118;7440;20400101;MEX;Activo;Mismas Tiendas;R36 Cuautitlan;D08 CENTRO (CDMX,PUE,MOR,GRO);$15.144;$10.147;$4.997;46,49%;46,52%;$7.043;538;305;$ 7.040,83;$168.442;$159.253;12.164;10.962;;;;;$1.874;$0;120;;$166.568;$159.253;12.044;10.962
7440;2024;Sem-26;6058 - Mariano Escobedo (DIF);20050227;7440;20400101;DIF;Activo;Mismas Tiendas;R71 CDMX Poniente;D08 CENTRO (CDMX,PUE,MOR,GRO);$14.678;$15.840;($1.161);45,57%;51,64%;$6.962;477;509;$ 6.688,56;$155.348;$106.090;11.927;8.778;;;;;$1.147;$114;132;12;$154.201;$105.976;11.795;8.766
